track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Kevin’s Heart,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",74,0.829,0.527,6,-6.644,0,0.367,0.482,0.0,0.631,0.475,116.079,6tZ3b7ik1QDXFAZlXib0YZ,200310,4
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,"['disco', 'mellow gold', 'soft rock']",80,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,2cX2coZS1PYBfPs8wgbdWE,196213,4
Final Warning,NLE Choppa,['memphis hip hop'],75,0.847,0.912,11,-3.129,1,0.257,0.0781,0.0,0.142,0.88,81.486,3LVcKphzONOdQ2EATazlZq,156895,4
Blood On My Jeans,Juice WRLD,"['chicago rap', 'melodic rap']",75,0.868,0.55,6,-6.417,1,0.226,0.183,0.0,0.109,0.464,117.943,0fCwrjKfWxF3xQhZrYUw4T,154767,4
You Need To Calm Down,Taylor Swift,['pop'],79,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,6RRNNciQGZEXnqk8SQ9yv5,171360,4
GIVE HEAVEN SOME HELL,HARDY,['contemporary country'],73,0.639,0.843,11,-4.975,1,0.0362,0.0525,0.0,0.0854,0.528,126.047,2bVeUlOC5JjTpkQXuUUoYm,217802,4
girls,girl in red,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']",78,0.515,0.449,5,-14.468,1,0.0337,0.227,0.0357,0.171,0.792,149.966,1kqc6U8hVYZhY0gFGQclCz,198400,4
TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,['australian hip hop'],76,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363,13EW51DKru044OJDJ9Bm8o,153147,4
Unapologetic (with NLE Choppa),Polo G,['chicago rap'],75,0.666,0.707,5,-5.444,0,0.255,0.0862,0.0,0.334,0.627,160.0,45vDAZmpEf8BGVd1EA9yLA,168000,4
Into the Unknown,Idina Menzel,"['hollywood', 'show tunes']",77,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,3Z0oQ8r78OUaHvGPiDBR3W,194848,5
Slow Down Summer,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",74,0.464,0.755,4,-5.707,1,0.0354,0.00838,0.0,0.0989,0.449,155.973,1fff5nZGyRJtFLkOrSSwOU,216764,4
Peach,Kevin Abstract,"['afrofuturism', 'alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'rap']",76,0.646,0.682,7,-5.847,1,0.0759,0.683,4.84e-06,0.107,0.421,131.895,5JRMqkR82k2fdDEAim9SCN,176732,4
Used To,Juice WRLD,"['chicago rap', 'melodic rap']",75,0.631,0.709,2,-4.666,1,0.0505,0.0963,0.0,0.376,0.2,84.504,0WZFN4E8HrmGUU0EMyKQ8c,176443,4
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"['florida rap', 'rap', 'trap']",74,0.748,0.713,6,-6.399,1,0.355,0.00496,0.0,0.245,0.482,75.591,7ACW7VpgoKmfM1sKo15UhX,279573,4
IMY2 (with Kid Cudi),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",75,0.59,0.493,7,-8.704,0,0.0367,0.402,0.00504,0.129,0.0498,150.026,7F9cT6hIRhnFCYP6GKS0tf,252379,4
sex money feelings die - slowed version,Lykke Li,"['art pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",79,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,0dkvbYmXYEPK7gGMdytmfI,168811,4
Romantic Lover,Eyedress,['noise pop'],77,0.658,0.447,9,-9.299,0,0.0869,0.701,0.924,0.198,0.538,184.316,7s5VQqrjBtrBgZL4pEa46S,86739,4
all the kids are depressed,Jeremy Zucker,"['electropop', 'pop']",79,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,75ls0gurX68lUmMjE7QcsE,169973,4
Dance Monkey,Tones And I,"['australian pop', 'pop']",82,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,2XU0oxnq2qxCpomAAuJY8K,209438,4
MERCEDES,Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",75,0.547,0.619,3,-6.485,0,0.132,0.0951,2.62e-06,0.0716,0.519,76.285,0tkgmjBMU6qSxolAKB3f2H,233070,4
SOLVED THE PROBLEM,Comethazine,"['meme rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",74,0.934,0.698,10,-10.394,0,0.248,0.00277,1.44e-05,0.101,0.691,98.43,3gahizdt1kEi5ovjCn6eql,117073,4
U Are My High,DJ Snake,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",80,0.503,0.783,0,-4.761,0,0.0385,0.0221,0.00223,0.14,0.213,125.122,3S7A85bAWOd6ltk6r2ANOI,180480,4
JAPAN,Famous Dex,"['chicago rap', 'drill', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",76,0.733,0.678,6,-7.771,1,0.438,0.121,0.0,0.344,0.841,175.985,5PTG6rrL6EPFD9E2QMI2pl,142000,4
Rockstar Made,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",76,0.773,0.612,8,-5.73,1,0.232,0.0398,0.0,0.142,0.381,149.999,3cWmqvMwVQKDigWLSZ3w9h,193575,4
Envy Me,Calboy,"['chicago rap', 'melodic rap', 'pop rap', 'trap', 'vapor trap']",75,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,7rvyVWja33WG9R97oeJAjx,120133,4
Yo Ya No Vuelvo Contigo - En Vivo,Lenin Ramírez,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",81,0.643,0.35,4,-5.924,0,0.0783,0.784,0.0,0.102,0.541,118.199,1s59X35jDULAyOGmBuTAnd,240457,1
You Make It Easy,Jason Aldean,"['contemporary country', 'country', 'country road']",72,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,6EGAfJaLUFzhS4zRBIEQ2J,196800,3
Chandelier,Will Paquin,['weirdcore'],78,0.333,0.498,2,-9.121,0,0.0468,0.674,6.51e-06,0.12,0.427,87.082,1Go9q6KaCpAsQ0wkZFGzY2,127465,4
Sobrio,Maluma,"['latin', 'reggaeton', 'reggaeton colombiano']",89,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,4HzqWEdAbzcVFDv0pvxV4w,201181,4
Make You Mine,PUBLIC,['indie rockism'],80,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,5iFwAOB2TFkPJk8sMlxP8g,232907,4
comethru,Jeremy Zucker,"['electropop', 'pop']",81,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,18uwL0vNUanqZH0ro2QcOP,181613,4
Life Goes On (feat. Trippie Redd & Ski Mask The Slump God),Oliver Tree,['alternative hip hop'],76,0.698,0.799,0,-3.682,1,0.0498,0.109,0.0,0.0942,0.571,79.962,07ShpyCaAqfCseA3fWFFMY,182492,4
Man Of The Year,Juice WRLD,"['chicago rap', 'melodic rap']",75,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,7AvprzMsRJpybaalckaT8c,136408,4
Money,Cardi B,"['dance pop', 'pop', 'pop rap', 'rap']",76,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,2GGMabyHXnJmjY6CXhhB2e,183527,4
Strawberry Skies,Kid Travis,"['chill r&b', 'sad rap']",77,0.65,0.462,11,-6.587,0,0.089,0.366,0.0,0.159,0.649,89.887,458EaCXcB9TRBoJEDVcdcr,165333,4
Hate Me (with Juice WRLD),Ellie Goulding,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",78,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,6kls8cSlUyHW2BUOkDJIZE,186223,4
Monsters (feat. blackbear),All Time Low,"['modern rock', 'pop punk', 'rock']",76,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,0tyR7Bu9P086aWBFZ4QJoo,174068,4
Me Acostumbre A Lo Bueno,Fuerza Regida,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",78,0.715,0.739,6,-3.779,0,0.041,0.578,0.0,0.0887,0.963,101.611,1hHnCReCPe1FUkGLTeuCaC,140984,3
Mine,Bazzi,"['dance pop', 'electropop', 'pop']",78,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,7uzmGiiJyRfuViKKK3lVmR,131064,4
#BrooklynBloodPop!,SyKo,['glitchcore'],81,0.691,0.814,1,-3.788,0,0.117,0.0164,0.0,0.366,0.509,132.012,7K9Z3yFNNLv5kwTjQYGjnu,145611,4
HOLIDAY,Lil Nas X,"['lgbtq+ hip hop', 'pop']",81,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,6zFMeegAMYQo0mt8rXtrli,154998,4
GOOD TIME,Niko Moon,['contemporary country'],74,0.802,0.59,5,-7.189,1,0.0493,0.0874,0.0,0.275,0.687,138.084,2S8UMuLJ0z8agFgFGJ6Ztt,214720,4
Essence (feat. Tems),WizKid,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",78,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,5FG7Tl93LdH117jEKYl3Cm,248040,4
listen before i go,Billie Eilish,"['art pop', 'electropop', 'pop']",78,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,0tMSssfxAL2oV8Vri0mFHE,242652,3
Mama Cry,YNW Melly,"['melodic rap', 'trap']",76,0.543,0.492,7,-7.432,1,0.156,0.0739,0.0,0.11,0.107,220.099,2fSW54bA6x2iWePU7rpCiP,231298,4
You’re Mines Still (feat. Drake),Yung Bleu,"['alabama rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'trap']",76,0.575,0.609,5,-4.88,0,0.121,0.317,0.0,0.105,0.339,83.004,7E2C5rBLpCKwQlhJPVFBRS,226220,4
Don't Start Now,Dua Lipa,"['dance pop', 'pop', 'uk pop']",84,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,3PfIrDoz19wz7qK7tYeu62,183290,4
Still Trappin',Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",74,0.877,0.679,5,-4.969,0,0.355,0.0458,0.0,0.0987,0.624,144.93,1lw4FrPr3Y8R7Q1Mro2TMe,172185,4
Mariposa,Peach Tree Rascals,"['alternative r&b', 'chill r&b']",78,0.676,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011,4ja2gzrNh9VNigzoXfmbwD,210000,4
Siendo Sincero,Los Del Limit,"['corrido', 'corridos tumbados', 'nuevo regional mexicano']",75,0.505,0.335,3,-10.027,0,0.0359,0.693,1.4e-05,0.117,0.645,165.431,6HgiRuV6ITWQBGsJ1HDjz1,174000,3
Morning Sex,Ralph Castelli,['alaska indie'],75,0.81,0.353,6,-9.536,1,0.0437,0.0473,0.000104,0.082,0.731,124.991,2fGRJzoiYJYAzlQAyBONMb,175313,4
You,Regard,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",81,0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,2cc8Sw1OnCuA5bV8nqWqpE,233386,4
Sex Sounds,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",79,0.857,0.427,8,-8.638,1,0.112,0.281,0.0,0.108,0.366,130.033,5JtvedSVWW9McnoEAPJwQm,162453,4
Hot (feat. Gunna),Young Thug,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",75,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,5Z8HZM6iQMhhqyPcCGY5g9,193027,4
Opp Stoppa (feat. 21 Savage),YBN Nahmir,"['alabama rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",74,0.829,0.343,2,-4.937,0,0.102,0.00734,0.0,0.179,0.312,78.035,59fFsGRwFiuhxKDPc1k6xW,135431,4
range brothers (with Kendrick Lamar),Baby Keem,"['hip hop', 'rap']",74,0.667,0.582,11,-5.791,0,0.267,0.00466,0.0,0.124,0.141,121.972,0UTyLmkQgPOEIz95OVAJTR,316733,4
Ella,Junior H,"['corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",79,0.478,0.732,4,-4.342,0,0.0779,0.363,3.34e-06,0.0768,0.664,184.819,0tKl8ZVM6xJkhznvJAS3Nq,259403,3
Therefore I Am,Billie Eilish,"['art pop', 'electropop', 'pop']",80,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,54bFM56PmE4YLRnqpW6Tha,174321,4
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,"['dfw rap', 'melodic rap', 'rap']",77,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,7CZyCXKG6d5ALeq41sLzbw,229573,4
Material Girl,Saucy Santana,"['trap queen', 'viral rap']",76,0.876,0.7,2,-7.137,1,0.282,0.0421,0.0,0.542,0.433,101.995,6nQ1B216Liiydhgn2gar0o,188966,4
Street Runner,Rod Wave,['florida rap'],73,0.599,0.61,5,-8.633,0,0.24,0.213,0.000414,0.151,0.434,159.933,5iMRhOHzze2CujxHiJ6cRL,252021,4
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Taylor Swift,['pop'],80,0.61,0.488,3,-6.918,1,0.0293,0.817,0.0,0.312,0.443,125.039,4IQkfUsrwXol38VV3U7t7T,240227,4
REPEAT IT (with Gunna),Lil Tecca,"['melodic rap', 'pluggnb', 'rap', 'trap']",77,0.681,0.687,9,-7.612,1,0.332,0.0555,0.0,0.062,0.588,108.641,21AJQhGZpujjZQXByZAXpr,190345,3
Plug Walk,Rich The Kid,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",76,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,1ZAyjvIk9YiD76yYy0TEG6,175230,4
Halley's Comet,Billie Eilish,"['art pop', 'electropop', 'pop']",78,0.403,0.159,1,-16.728,0,0.104,0.961,0.0121,0.34,0.0381,72.38,5XsAal7ZcWg1I5T4NcRjkv,234761,4
Yo Perreo Sola,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",81,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,0SqqAgdovOE24BzxIClpjw,172127,4
No Where,YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",73,0.657,0.496,5,-7.346,1,0.0889,0.213,0.0,0.12,0.352,146.061,2f2WskmLwsLtGkjntD8NG7,157845,4
the 1,Taylor Swift,['pop'],77,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,0Jlcvv8IykzHaSmj49uNW8,210252,4
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'viral pop']",85,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,0z8hI3OPS8ADPWtoCjjLl6,184104,4
Nobody But You,Sonder,"['alternative r&b', 'r&b']",77,0.637,0.299,7,-11.314,1,0.0366,0.742,0.0,0.359,0.364,83.872,6VFKuuqSbA1GpMEosUgTwQ,213214,4
Cry Baby (feat. DaBaby),Megan Thee Stallion,"['houston rap', 'pop', 'trap queen']",74,0.957,0.437,11,-7.882,1,0.359,0.00402,0.0,0.219,0.616,130.058,4aarlAfLKVCTxUDNgbwhjH,137984,4
Rich And Blind,Juice WRLD,"['chicago rap', 'melodic rap']",75,0.638,0.624,10,-5.37,1,0.0798,0.0102,0.0,0.0944,0.445,159.937,6QNFQJKlZUKr0xlGZ74CZJ,228720,4
Sweet but Psycho,Ava Max,"['dance pop', 'pop']",83,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,7DnAm9FOTWE3cUvso43HhI,187436,4
Word on the Streets,Key Glock,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",73,0.886,0.646,10,-7.288,0,0.328,0.0266,3.76e-05,0.0857,0.798,148.119,3jhStgnHgwPGaSyhdHuT1Z,207600,4
B.S. (feat. H.E.R.),Jhené Aiko,"['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']",74,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,63wx9vdskaXbYxyDx4oJCZ,212867,4
Kacey Talk,YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",73,0.877,0.607,10,-7.818,0,0.15,0.535,0.0,0.138,0.773,127.055,1SF8piqsZWn86DajVKih8F,151249,4
Dicked Down in Dallas,Trey Lewis,['country pop'],73,0.51,0.929,6,-4.685,1,0.0456,0.0608,5.39e-06,0.101,0.438,122.036,1yhft6ZqYadd4GOrKrmK3a,201350,4
Ghost Of You,5 Seconds of Summer,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",80,0.458,0.561,10,-4.819,1,0.0269,0.0965,0.0,0.156,0.206,149.875,1MhXdlCQPnO56T57MfmaRm,197411,3
AA,Walker Hayes,"['contemporary country', 'country', 'country road', 'modern country rock']",73,0.635,0.747,4,-6.227,1,0.0293,0.00313,0.0,0.346,0.753,104.027,77oKig47u34qCCFWKMfu1e,189560,4
Tequila,Dan + Shay,"['contemporary country', 'country', 'pop']",74,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,42fw0rxRO2xbesF6mJfd4Y,196747,4
Arcade,Duncan Laurence,['dutch pop'],84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,1Xi84slp6FryDSCbzq4UCD,183624,3
Me Metí En El Ruedo,Luis R Conriquez,"['corrido', 'nuevo regional mexicano']",79,0.805,0.614,9,-6.845,0,0.137,0.615,0.0,0.0915,0.633,100.035,7KNSQcLwrl3bNEuV1OVHtv,174864,3
Amoeba,Clairo,"['bedroom pop', 'indie pop', 'pop']",75,0.739,0.491,6,-11.515,1,0.027,0.791,0.0366,0.1,0.707,111.008,0HAqq2GcQKyi3s87GuN7jU,228922,4
Shake the Frost (Live),Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",72,0.447,0.341,2,-9.769,1,0.0457,0.806,2.05e-06,0.686,0.371,138.969,19MkwMrRjO7773zpuGss1o,175120,4
Dancing in My Room,347aidan,"['sad lo-fi', 'sad rap']",80,0.98,0.413,8,-11.052,0,0.101,0.671,7.95e-05,0.17,0.764,119.993,6Pgmqg15yVexuOgtzuxwoX,180139,4
In Your Eyes,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",83,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,7szuecWAPwGoV1e5vGu8tl,237520,4
emotions,iann dior,"['melodic rap', 'pop rap']",77,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,5ls62WNKHUUrdF3r1cv83T,131213,4
Close Eyes,DVRST,['drift phonk'],84,0.784,0.572,0,-9.853,1,0.0573,0.0748,0.843,0.139,0.209,96.181,3CLSHJv5aUROAN2vfOyCOh,132346,4
agenda,cheRomani+,[],73,0.547,0.453,3,-8.779,1,0.0358,0.189,0.0329,0.119,0.412,73.016,3nDjCWmn3FHTI9q8y2twLS,99127,4
To Be Loved By You,Parker McCollum,"['contemporary country', 'texas country']",72,0.473,0.802,10,-4.497,1,0.037,0.00036,0.0,0.304,0.453,145.983,5Ykc3Wr4L4wef5QDdaaxM7,198324,4
Heartless (feat. Mustard),Polo G,['chicago rap'],74,0.776,0.64,7,-8.058,1,0.184,0.149,0.0,0.101,0.326,160.038,2iP3unJbxZvRuqyrS0ocZy,204000,4
GATTI,JACKBOYS,"['rap', 'trap']",79,0.594,0.676,2,-5.808,1,0.344,0.135,0.0,0.163,0.472,143.477,40mjsnRjCpycdUw3xhS20g,181145,4
I'll Be Fine,Juice WRLD,"['chicago rap', 'melodic rap']",74,0.523,0.678,8,-6.071,1,0.0692,0.000616,0.0,0.142,0.277,159.909,0INehbMZOFPnaPBAjK97i3,244194,4
Thug Paradise 2,Soldier Kidd,"['florida rap', 'pop rap']",74,0.745,0.637,4,-5.912,0,0.312,0.187,0.0,0.114,0.424,79.946,1wqg2VowoogPATrqPzrpi3,180002,4
Shakey x off these drugs,ShakeyFunnyAzz,[],75,0.743,0.484,2,-12.917,1,0.468,0.335,0.0,0.109,0.301,77.449,5hbjWmsPxsoUf8xupri1g7,139677,4
Things A Man Oughta Know,Lainey Wilson,"['contemporary country', 'country pop']",73,0.659,0.683,3,-5.623,1,0.0312,0.513,4.93e-06,0.133,0.397,139.931,5QS8PNEWbqTEZyQ6e9ZbJf,203373,4
One Thing Right,Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",76,0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042,4hPpVbbakQNv8YTHYaOJP4,181824,4
Permission to Dance,BTS,"['k-pop', 'k-pop boy group']",86,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,3XYRV7ZSHqIRDG87DKTtry,187585,4
Freak,Doja Cat,"['dance pop', 'pop']",77,0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,3aA6xB0tOilDDX17fIJ0Bl,284480,3
Foreign,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",74,0.762,0.705,6,-5.195,0,0.164,0.0906,0.0,0.17,0.264,122.955,500l6Cwe40hkPqS7Sf7ufY,142893,4
"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey,['piano rock'],81,0.664,0.692,1,-4.128,0,0.127,0.237,0.0,0.0798,0.233,154.924,5W8HXMOMLtXLz0RGKUtnlZ,257369,4
Reminds Me Of You,Juice WRLD,"['chicago rap', 'melodic rap']",76,0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992,5YSHygGN9D0mID1NsVd5my,158033,4
Havana (feat. Young Thug),Camila Cabello,"['dance pop', 'pop', 'post-teen pop']",82,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,1rfofaqEpACxVEHIZBJe6W,217307,4
Bandaid On A Bullet Hole - Bonus,Morgan Wallen,['contemporary country'],72,0.543,0.48,2,-6.745,1,0.0301,0.794,0.0,0.119,0.391,154.78,1RvoRAL612adAVrPUoAMHR,234333,3
Seduce (Feat. Capella Grey & Tamae),Russ,"['hawaiian hip hop', 'rap']",77,0.825,0.366,1,-6.973,0,0.0614,0.624,1.87e-06,0.0575,0.75,94.032,5irzewJoHob42Nq3P9kOYh,117447,4
Hell N Back,Bakar,['uk alternative hip hop'],77,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,3NRql0A1Ef4RCvT473iqgD,213573,4
Bodak Yellow,Cardi B,"['dance pop', 'pop', 'pop rap', 'rap']",76,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,6KBYefIoo7KydImq1uUQlL,223713,4
La Curiosidad,Jay Wheeler,"['latin', 'reggaeton', 'trap latino']",85,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,4HYDUMY0xSpeBr0AMY9cUz,219048,4
万里长城,GAI,['chinese hip hop'],71,0.675,0.729,2,-8.334,1,0.26,0.148,0.00174,0.0927,0.258,124.045,4u6WPFTgeDpg5G8Ce4QCSe,228258,4
Choke,I DONT KNOW HOW BUT THEY FOUND ME,"['alt z', 'indie pop', 'modern rock', 'rock']",76,0.516,0.85,4,-3.909,0,0.0706,0.00139,0.0,0.296,0.583,120.324,37mfTcSlX60JtAvAETytGs,195717,4
County Line,Chase Matthew,['redneck'],72,0.536,0.772,3,-6.027,0,0.0339,0.206,0.0,0.163,0.423,134.019,1V8LJmUEAleAHmBUaD0ZFI,208209,4
Matt Hardy 999 (feat. Juice WRLD),Trippie Redd,"['melodic rap', 'rap', 'trap']",74,0.672,0.654,1,-4.528,1,0.0966,0.201,0.0,0.1,0.404,78.512,1HsOTiVqdN7PB1zOS2bcsO,188026,4
Walk It Talk It,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",78,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,6n4U3TlzUGhdSFbUUhTvLP,276147,4
Astronomy,Conan Gray,"['bedroom pop', 'indie pop', 'pop']",79,0.471,0.335,4,-8.767,0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,0KmgJyW4GDgonqsoyx0CZ3,243907,3
Dirt Road Down,Travis Denning,"['contemporary country', 'country', 'country pop']",73,0.54,0.87,8,-4.635,1,0.0487,0.0678,0.0,0.12,0.494,97.991,5gTQD1FjKMqUisgSD0uyb1,165921,4
Moral of the Story,Ashe,"['alt z', 'electropop', 'pop']",80,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,2nC3QhMI9reBIOWutbU3Tj,201084,4
En Tu Perra Vida,Grupo Firme,"['norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",82,0.546,0.438,5,-4.748,1,0.0669,0.353,0.0,0.261,0.568,112.136,0ldT3gl7aGNzrJyd4b1CA4,238677,3
first order of business,Baby Keem,"['hip hop', 'rap']",76,0.963,0.309,6,-8.456,0,0.315,0.0605,1.9e-05,0.108,0.579,132.04,4d6z0mKVcnhE5x0YWvTexh,168759,4
Billie Bossa Nova,Billie Eilish,"['art pop', 'electropop', 'pop']",79,0.895,0.389,7,-11.036,0,0.11,0.222,0.0346,0.105,0.549,110.023,2KnuaZYoGzDoHiBTNYOTXG,196731,4
POPSTAR (feat. Drake),DJ Khaled,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,6EDO9iiTtwNv6waLwa1UUq,200221,4
Don't Start Now,Dua Lipa,"['dance pop', 'pop', 'uk pop']",83,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,6WrI0LAC5M1Rw2MnX2ZvEg,183290,4
Butterflies,MAX,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",78,0.7,0.613,11,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,7eQHxigpuDJjCG50JyzU8v,191250,4
Vete,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",82,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,5DxXgozhkPLgrbKFY91w0c,192024,4
Deep Sleep Recovery Noise,Water Sound Natural White Noise,"['sleep', 'white noise']",77,0.0,0.032,1,-30.704,1,0.0,0.916,0.202,0.103,0.0,0.0,5pGBDKBaR63vuJ4g8ialcU,63000,0
