track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
1400 / 999 Freestyle,Trippie Redd,"['melodic rap', 'rap', 'trap']",79,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.0,0.113,0.568,141.991,75lcPkAkUsKWHGBlGM476R,175954,4
Chosen (feat. Ty Dolla $ign),Blxst,['pop rap'],84,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,1dIWPXMX4kRHj6Dt2DStUQ,161684,4
Let Me Know (I Wonder Why Freestyle),Juice WRLD,"['chicago rap', 'melodic rap']",80,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,3wwo0bJvDSorOpNfzEkfXx,215381,4
7 rings,Ariana Grande,"['dance pop', 'pop']",87,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,6ocbgoVGwYJhOv1GgI9NsF,178627,4
trademark usa,Baby Keem,"['hip hop', 'rap']",78,0.615,0.6,10,-5.62,1,0.27,0.107,1.61e-06,0.283,0.0661,130.027,15hJmqqEtASVXl6sM7i4UF,270671,4
This Side of Paradise,Coyote Theory,[],83,0.306,0.664,9,-6.07,1,0.0276,0.432,7.5e-06,0.135,0.321,158.283,79EkGysjP2dL5GdpeQjRxT,242010,4
F.N,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",82,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,0RLLvYBopDwooCyvnTwgYu,224000,1
Adore You,Harry Styles,['pop'],86,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,3jjujdWJ72nww5eGnfs2E7,207133,4
Every Summertime,NIKI,"['indonesian r&b', 'pop']",88,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,68HocO7fx9z0MgDU0ZPHro,215687,4
Little Dark Age,MGMT,"['alternative dance', 'indie rock', 'indietronica', 'modern rock', 'rock']",84,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,2Y0iGXY6m6immVb2ktbseM,299960,4
WHATS POPPIN,Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",81,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,1jaTQ3nqY3oAAYyCTbIvnM,139741,4
In My Room,Frank Ocean,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",81,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,4S4Mfvv03M1cHgIOJcbUCL,133680,4
PTSD,G Herbo,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']",79,0.883,0.808,1,-3.158,0,0.182,0.0313,0.0,0.207,0.806,119.01,1C8ux1YWLMHCenYJFiIV4Z,232065,4
Ghost,Justin Bieber,"['canadian pop', 'pop']",86,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,5dPz35akJjPqb17yeqNwqH,153190,4
24 (feat. Lil Baby),Money Man,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']",79,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,0xUvi7wldroBzaZCengPa5,182857,4
Off The Grid,Kanye West,"['chicago rap', 'rap']",81,0.546,0.64,8,-5.582,1,0.37,0.0438,0.0,0.137,0.63,137.728,6LNoArVBBVZzUTUiAX2aKO,339250,4
Ghost Town,Kanye West,"['chicago rap', 'rap']",79,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,7vgTNTaEz3CsBZ1N4YQalM,271387,4
worldstar money (interlude),Joji,"['alternative r&b', 'viral pop']",81,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,0baNzeUcPQnQSagpe8T0mD,126312,1
Hex,80purppp,"['aesthetic rap', 'sad lo-fi']",80,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,7D7e6hm2LiNd6nLuJF6K9Q,122222,4
Lover,Taylor Swift,['pop'],84,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,1dGr1c8CrMLDpV6mPbImSI,221307,4
Be Like That - feat. Swae Lee & Khalid,Kane Brown,"['black americana', 'contemporary country', 'country road']",80,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,5f1joOtoMeyppIcJGZQvqJ,191406,4
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,"['miami hip hop', 'rap', 'underground hip hop']",78,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,74lnM5V6ecvoTPV0fvptx9,166400,4
On Me,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",78,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,4Iedi94TIaB2GGb1nMB68v,135960,4
Cloud 9,Beach Bunny,"['bubblegrunge', 'chicago indie', 'indie pop']",81,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,6vFsBXYczYsP0H3lgunZOm,147351,4
Vamp Anthem,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",79,0.642,0.69,11,-5.101,1,0.261,0.00599,1.3e-06,0.322,0.641,164.075,4CzhtKifG867Lu5DNQVBSA,124094,4
Butter,BTS,"['k-pop', 'k-pop boy group']",89,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,1mWdTewIgB3gtBM3TOSFhB,164442,4
Ball If I Want To,DaBaby,"['north carolina hip hop', 'rap', 'trap']",80,0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,139.949,0cu0rhnlCnJ7JIeHRiLpj3,112547,4
No Friends In The Industry,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",80,0.84,0.744,1,-4.751,1,0.113,0.0181,0.0,0.629,0.171,83.737,2tUL6dZf1mywCj5WvCPZw6,204347,4
Legends,Juice WRLD,"['chicago rap', 'melodic rap']",80,0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049,1Knctxx9vGZxpZfF66BIEa,191840,4
Pluto Projector,Rex Orange County,"['bedroom pop', 'pop']",81,0.379,0.219,5,-11.196,1,0.0307,0.707,0.000691,0.118,0.188,79.786,4EWBhKf1fOFnyMtUzACXEc,267520,4
You Should Probably Leave,Chris Stapleton,"['contemporary country', 'outlaw country']",78,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,2UikqkwBv7aIvlixeVXHWt,213493,4
Solid (feat. Drake),Young Stoner Life,"['hip hop', 'rap', 'trap']",80,0.887,0.485,11,-9.358,0,0.2,0.0392,0.0,0.141,0.328,125.987,6rTInqW3YECMkQsBEHw4sd,215693,4
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,['brooklyn drill'],82,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,2r6OAV3WsYtXuXjvJ1lIDi,190534,4
Ramen & OJ,Joyner Lucas,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",80,0.597,0.571,1,-6.205,0,0.293,0.492,0.0,0.093,0.165,106.196,4TIqzdAssasqx3DAe6cG9J,218448,3
'Til You Can't,Cody Johnson,"['contemporary country', 'country road', 'texas country']",77,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,4k3lPl8YTKuY8c1HelVnm3,224213,4
Golden,Harry Styles,['pop'],85,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,45S5WTQEGOB1VHr1Q4FuPl,208907,4
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,['pop'],81,0.606,0.377,0,-9.455,1,0.0275,0.817,0.0,0.154,0.446,101.96,01K4zKU104LyJ8gMb7227B,258813,4
4 Da Gang (with Roddy Ricch),42 Dugg,"['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']",77,0.87,0.561,7,-10.388,1,0.186,0.0124,0.0,0.103,0.691,100.458,1mAey8kEPmDM2icL56kS9d,156368,4
Mr. Glock,Key Glock,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",77,0.804,0.946,7,-5.949,1,0.352,0.002,0.0,0.359,0.745,150.141,1ipSpQfzBbhPFhYm6tfVIz,146880,4
Before You Go,Lewis Capaldi,"['pop', 'uk pop']",86,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,2gMXnyrvIjhVBUZwvLZDMP,215107,4
Something About You,Eyedress,['noise pop'],82,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,6RiiSy9GzSwiyDEJDiMuKe,153313,4
Can I Get It,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",85,0.703,0.68,9,-6.118,0,0.0431,0.0171,0.0,0.178,0.536,97.985,6w8ZPYdnGajyfPddTWdthN,210384,4
Fall in Love with You.,Montell Fish,['pittsburgh rap'],82,0.483,0.0394,4,-19.525,1,0.0537,0.922,0.0125,0.112,0.146,73.984,31MQR9rOHRXyg4J01hRY1h,132000,4
Two Oruguitas,Sebastian Yatra,"['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano']",80,0.563,0.408,0,-8.888,1,0.0472,0.736,0.0,0.086,0.482,94.799,6jPVyjPqp2BNUJnDSwm8tK,214600,4
No Guidance (feat. Drake),Chris Brown,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",82,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,6XHVuErjQ4XNm6nDPVCxVX,260640,4
ball w/o you,21 Savage,"['atl hip hop', 'rap', 'trap']",79,0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,50a8bKqlwDEqeiEknrzkTO,195047,4
What’s Next,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",80,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,3aQem4jVGdhtg116TmJnHz,178154,4
the remedy for a broken heart (why am I so in love),XXXTENTACION,"['emo rap', 'miami hip hop']",83,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,4UKCKdYiLN6IMA5ZESUTL7,160184,4
ILoveUIHateU,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",79,0.684,0.693,4,-6.651,0,0.0339,0.00534,0.0,0.506,0.108,134.988,1BpKJw4RZxaFB88NE5uxXf,135122,4
SUVs (Black on Black),Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",79,0.801,0.688,1,-4.594,1,0.396,0.144,0.0,0.107,0.5,162.928,1MIGkQxcdAt2lDx6ySpsc5,157675,4
thailand,Roddy Ricch,"['melodic rap', 'rap', 'trap']",79,0.875,0.478,7,-10.562,1,0.218,0.00717,0.0,0.147,0.409,128.99,0qHPxjC83zQYcxe39xSShx,200959,4
Hide (feat. Seezyn),Juice WRLD,"['chicago rap', 'melodic rap']",79,0.715,0.639,5,-5.017,0,0.0752,0.0622,0.0,0.157,0.151,149.996,6rz0dTA0PdhXImFV5EjM0w,205800,4
Happier Than Ever,ASTN,"['bedroom soul', 'chill r&b', 'pop']",81,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,7es56D0QedGMsK39wl2yFX,109326,4
When I’m Gone (with Katy Perry),Alesso,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",86,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,5902W4uHWzhtOff1UK7the,161267,4
Better Now,Post Malone,"['dfw rap', 'melodic rap', 'rap']",83,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,7dt6x5M1jzdTEt8oCbisTK,231267,4
Dynamite,BTS,"['k-pop', 'k-pop boy group']",89,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,5QDLhrAOJJdNAmCTJ8xMyW,199054,4
Don’t Play (with Lil Baby),Polo G,['chicago rap'],78,0.684,0.624,2,-7.414,0,0.347,0.239,0.0,0.112,0.708,146.925,2QIBJFl8DJR1mDh9GwfZef,156735,4
Sundress,A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap', 'trap']",81,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,2aPTvyE09vUCRwVvj0I8WK,158206,4
WFM,RealestK,[],82,0.437,0.184,1,-17.667,1,0.0313,0.72,0.00253,0.113,0.247,80.088,1DNA2z7Txysjk3cNz2nDLm,136000,4
Súbelo,Anuel AA,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",84,0.625,0.754,6,-4.158,0,0.076,0.17,3.76e-05,0.109,0.746,89.888,3xv8JksRyqHa1lwkM9xvJf,239797,4
One Mississippi,Kane Brown,"['black americana', 'contemporary country', 'country road']",77,0.471,0.846,0,-5.269,1,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,4FdPnT2cFrpWCmWZd7GXc3,213719,4
"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",78,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,6u3CPnFMKANYgfdiifFOiJ,214693,4
AM Remix,Nio Garcia,"['latin', 'reggaeton', 'trap latino']",88,0.743,0.655,6,-5.015,0,0.159,0.114,0.0,0.0764,0.785,172.031,05bfbizlM5AX6Mf1RRyMho,261335,4
BEST INTEREST,"Tyler, The Creator","['hip hop', 'rap']",79,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,3jHdKaLCkuNEkWcLVmQPCX,127921,3
Hot Rod,Dayglow,"['austindie', 'indie pop', 'modern rock']",80,0.707,0.767,7,-7.072,1,0.0323,0.0279,0.000295,0.169,0.832,139.985,0zePbRMJ9sd7wsZRlbPQua,204014,4
POCKET ROCKET,Cochise,"['plugg', 'pluggnb']",82,0.711,0.646,2,-5.444,0,0.225,0.0216,0.0,0.0921,0.778,160.931,1FKG2wgJ75wS9MFNVZFiWd,131500,3
Make No Sense,YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",78,0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.904,6klLvorLoo1sxvZcjJIY8I,148630,4
bad guy,Billie Eilish,"['art pop', 'electropop', 'pop']",86,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m,194088,4
Heading South,Zach Bryan,['oklahoma country'],76,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,2Dct3GykKZ58hpWRFfe2Qd,171693,4
Happier,Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",85,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,2dpaYNEQHiRxtZbfNsse99,214290,4
Have Mercy,Chlöe,[],81,0.903,0.535,9,-6.434,1,0.0742,0.297,0.0,0.345,0.508,130.022,5SixeLvPsYpk7qq9lo5xYg,148779,4
A-O-K,Tai Verdes,['modern indie pop'],79,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,1sx0XsWUusUoPstbvokZjP,173640,4
Forever,Labrinth,"['indie poptimism', 'pop']",84,0.563,0.459,4,-7.781,0,0.0292,0.92,0.724,0.11,0.197,79.983,6potEImiklXkwD9qFzpu15,202536,4
enough for you,Olivia Rodrigo,['pop'],82,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,2TOzTqQXNmR2zDJXihjZ2e,202827,4
North Carolina,Anuel AA,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",85,0.705,0.541,5,-6.421,0,0.0701,0.369,0.0,0.206,0.273,139.909,0B1J4Mm4oRVMqoy6RM9vIM,176539,4
Nevada,YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",77,0.777,0.59,0,-8.741,0,0.286,0.397,0.0,0.169,0.238,147.978,2cEnKRR4dYBB2VA1mjlb1z,155738,4
Best Friend (feat. Doja Cat),Saweetie,"['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen']",81,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,2etHQJxIbV0soyPhelVs9Y,155884,4
exile (feat. Bon Iver),Taylor Swift,['pop'],83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,4pvb0WLRcMtbPGmtejJJ6y,285634,4
Chicago Freestyle (feat. Giveon),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",81,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,4wVOKKEHUJxHCFFNUWDn0B,220488,4
Better,Khalid,"['pop', 'pop r&b']",79,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,6zeeWid2sgw4lap2jV61PZ,229320,4
Faucet Failure,Ski Mask The Slump God,"['miami hip hop', 'rap', 'underground hip hop']",78,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,1ThmUihH9dF8EV08ku5AXN,145627,4
Righteous,Juice WRLD,"['chicago rap', 'melodic rap']",80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,5dOxHHMOFAbG3VH23t0xNm,242181,4
This Damn Song,Pecos & the Rooftops,['red dirt'],75,0.646,0.472,0,-6.743,1,0.0323,0.193,0.0,0.269,0.166,120.187,7s9bJQK8sr8yDyOAHn8miR,280000,4
Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,['pop'],81,0.622,0.791,7,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,3z6XUommYDWPHeFhmhhT6j,225960,4
Wow.,Post Malone,"['dfw rap', 'melodic rap', 'rap']",82,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,7xQAfvXzm3AkraOtGPWIZg,149547,4
GHOST TOWN,Benson Boone,[],86,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,135Lf4Q0CzlMNfOxbEUsLH,193733,3
God's Plan,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",84,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,6DCZcSspjsKoFjzjrWoCdn,198973,4
Vas,jagger finn,['bedroom pop'],80,0.514,0.424,0,-10.645,1,0.0282,0.918,0.849,0.126,0.416,71.114,6S7o12almFeL57rbRvdY5l,90324,4
rises the moon,Liana Flores,['indie pop'],79,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,51Grh1RyUDcMBbpuyUIUHI,161929,3
Ransom,Lil Tecca,"['melodic rap', 'pluggnb', 'rap', 'trap']",82,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,1lOe9qE0vR9zwWQAOk6CoO,131240,4
The Count (feat. Wiz Khalifa),Curren$y,"['alternative hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",78,0.385,0.757,0,-5.96,1,0.167,0.709,0.0,0.235,0.469,82.673,171PWhxgdrIOgcAiBPO3Gr,194595,4
Prom Queen,Beach Bunny,"['bubblegrunge', 'chicago indie', 'indie pop']",81,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,6MpCaSIOfqBqbMED4kXgNY,136562,4
when the party's over,Billie Eilish,"['art pop', 'electropop', 'pop']",84,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,43zdsphuZLzwA9k4DJhU0I,196077,4
MAFIA,Travis Scott,"['rap', 'slap house']",81,0.855,0.492,0,-7.578,0,0.0483,0.0775,6.71e-06,0.111,0.385,109.975,08F16baYbciTva9P4BvpiI,240000,4
Water Fountain,Alec Benjamin,"['alt z', 'dream smp', 'electropop', 'pop']",82,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,4IhKLu7Vk3j2TLmnFPl6To,218893,4
Astronaut In The Ocean,Masked Wolf,['australian hip hop'],85,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,3Ofmpyhv5UAQ70mENzB277,132780,4
Wild Side (feat. Cardi B),Normani,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",81,0.74,0.576,6,-6.744,0,0.146,0.0249,0.0,0.104,0.315,110.095,2vXgyN14LX2zl7JEASw242,209476,4
Wolves (feat. Post Malone),Big Sean,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,33gwZOGJWEZ7dRWPqPxBEZ,199758,4
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,"['dfw rap', 'melodic rap', 'rap']",82,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,0RiRZpuVRbi7oqRdSMwhQY,157560,4
DÁKITI,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",86,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,47EiUVwUp4C9fGccaPuUCS,205090,4
Say So,Doja Cat,"['dance pop', 'pop']",84,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,3Dv1eDb0MEgF93GpLXlucZ,237893,4
You Got It,Vedo,"['pop r&b', 'pop rap', 'r&b', 'urban contemporary']",82,0.762,0.433,5,-8.937,1,0.187,0.143,0.0,0.118,0.394,122.074,4lsHZ92XCFOQfzJFBTluk8,203145,4
ROOF,DaBaby,"['north carolina hip hop', 'rap', 'trap']",78,0.892,0.577,2,-4.299,1,0.341,0.0121,0.0,0.243,0.64,145.935,1zwvbkUqTozLnmIECvBfgs,94521,4
I Hope,Gabby Barrett,"['contemporary country', 'country pop']",78,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,23T0OX7QOiIUFShSzbJ5Uo,210773,4
"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",Andrew Garfield,"['hollywood', 'pop']",82,0.466,0.789,0,-5.956,1,0.0663,0.0146,0.0,0.0637,0.36,175.772,55MIRLbZzpYSmMlRt9ZDWM,262505,4
The Bones,Maren Morris,"['contemporary country', 'country', 'texas country']",78,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.004,7yFhA2fUsL2oIMWlw5DaHQ,197293,4
YEAH RIGHT,Joji,"['alternative r&b', 'viral pop']",82,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,1VGzxJnVQND7Cg5H5wGj14,174358,4
Sunroof,Nicky Youre,['pop'],81,0.768,0.716,10,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,3RfTeIrWS8LNrfHYwechtt,163026,4
Beer Never Broke My Heart,Luke Combs,"['contemporary country', 'country', 'country road']",77,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,7aEtlGHoiPAfRB084NiDmx,186733,4
The Thrill,Wiz Khalifa,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",81,0.817,0.775,10,-4.767,0,0.108,0.277,0.0,0.108,0.806,126.984,4wqzOaLxiCRy2Et8tRyNSX,234334,4
Sunday Best,Surfaces,"['bedroom soul', 'pop']",81,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,1Cv1YLb4q0RzL6pybtaMLo,158571,4
Jealous,Eyedress,['noise pop'],81,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,1aXV8GrmQLvgoFtBPERP7E,122339,4
Life Goes On,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",77,0.716,0.541,1,-7.909,1,0.149,0.0021,0.0,0.115,0.387,139.978,2bSk87AVkCIIC3Bcligq1z,247055,4
Put Your Records On,Ritt Momney,"['bedroom pop', 'indie pop']",81,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,6AGOKlMZWLCaEJGnaROtF9,210463,4
¡Hola Casita!,Germaine Franco,[],78,0.164,0.377,0,-11.9,1,0.0374,0.736,0.758,0.404,0.0599,130.447,5X1kTi7KqUrAbQBohSV68x,46040,5
Memories,Maroon 5,"['pop', 'pop rock']",87,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,4cktbXiXOapiLBMprHFErI,189486,4
BOP,DaBaby,"['north carolina hip hop', 'rap', 'trap']",80,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,6Ozh9Ok6h4Oi1wUSLtBseN,159715,4
Better Together,Luke Combs,"['contemporary country', 'country', 'country road']",77,0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,6gdLyYNuhWBzqwlOFSsXC7,219573,4
Me and My Husband,Mitski,['brooklyn indie'],80,0.497,0.638,1,-5.31,1,0.0274,0.0467,0.0,0.385,0.77,172.01,3pANfZVFdtuVnJsE6xa5Ox,137142,4
Pure Cocaine,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",78,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,577YBGuskWkVDCxZrLRB4v,154024,4
Rich Nigga Shit (feat. Young Thug),21 Savage,"['atl hip hop', 'rap', 'trap']",78,0.825,0.733,1,-5.625,0,0.0969,0.349,0.0,0.112,0.62,97.974,3ruoIF2UnoXdzK8mR61ebq,190331,4
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",80,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,2MbdDtCv5LUVjYy9RuGTgC,227478,4
Nobody,Mitski,['brooklyn indie'],81,0.398,0.717,0,-5.253,1,0.0398,0.07,0.0,0.085,0.487,117.296,2P5yIMu2DNeMXTyOANKS6k,193429,4
I Met Sarah in the Bathroom,awfultune,['indie pop'],82,0.675,0.408,0,-10.861,1,0.142,0.901,0.000714,0.16,0.229,90.111,0mr8FAnN9X70p5KRUwMIJx,121375,4
Thinking 'Bout You (feat. MacKenzie Porter),Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",76,0.403,0.711,8,-4.189,1,0.0569,0.137,0.0,0.109,0.801,203.803,7DhvNzyMM8jJWcfykG3psB,170560,4
Mood Swings (feat. Lil Tjay),Pop Smoke,['brooklyn drill'],82,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,5rZlwNFl01HqLWBQGryKSm,213333,4
Thot Shit,Megan Thee Stallion,"['houston rap', 'pop', 'trap queen']",79,0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.891,130.02,5zNW5ARjYhJQJz1AChP33n,184635,4
